Step,AgentID,Resources,Profit
0,consumer_0,1199.7109143857197,0.0
0,consumer_1,635.9049826340397,0.0
0,consumer_2,1296.284952485055,0.0
0,consumer_3,1641.1298722634942,0.0
0,consumer_4,1954.3990461225806,0.0
0,consumer_5,1730.3866769522135,0.0
0,consumer_6,944.273527364482,0.0
0,consumer_7,701.8720449678076,0.0
0,consumer_8,976.3220974370117,0.0
0,consumer_9,1323.751588425892,0.0
0,consumer_10,1449.7056206731577,0.0
0,consumer_11,557.9620929650584,0.0
0,consumer_12,971.2942295812561,0.0
0,consumer_13,1982.9591179106435,0.0
0,consumer_14,1380.293718600382,0.0
0,consumer_15,1150.522888878787,0.0
0,consumer_16,1697.325105753793,0.0
0,consumer_17,1844.5414081976612,0.0
0,consumer_18,867.9972298656414,0.0
0,consumer_19,1205.0521798466573,0.0
0,consumer_20,687.6369622283377,0.0
0,consumer_21,1816.2774130736984,0.0
0,consumer_22,1859.628582901508,0.0
0,consumer_23,701.7159342774386,0.0
0,consumer_24,898.4167734649594,0.0
0,consumer_25,1302.1932022316064,0.0
0,consumer_26,1017.775621966745,0.0
0,consumer_27,1532.864960047512,0.0
0,consumer_28,627.6334622162382,0.0
0,consumer_29,1626.7232195361203,0.0
0,consumer_30,619.9234677139121,0.0
0,consumer_31,1563.9150160821337,0.0
0,consumer_32,630.7188605348731,0.0
0,consumer_33,1186.8067182165219,0.0
0,consumer_34,1164.8333261434937,0.0
0,consumer_35,1389.8571911693366,0.0
0,consumer_36,518.7913590130083,0.0
0,consumer_37,1934.774267444725,0.0
0,consumer_38,1947.8266437721084,0.0
0,consumer_39,1473.822336127534,0.0
0,consumer_40,1524.5524285261267,0.0
0,consumer_41,1099.123715094379,0.0
0,consumer_42,558.8638678032497,0.0
0,consumer_43,860.5371921024198,0.0
0,consumer_44,1928.246789363018,0.0
0,consumer_45,1807.7515170099148,0.0
0,consumer_46,1288.6096347776731,0.0
0,consumer_47,749.1477792589244,0.0
0,consumer_48,1227.5061115857684,0.0
0,consumer_49,1858.2079997838819,0.0
0,consumer_50,1488.2613030336106,0.0
0,consumer_51,1028.2299600246931,0.0
0,consumer_52,1049.557206888847,0.0
0,consumer_53,1867.8449933553288,0.0
0,consumer_54,1340.3071970602023,0.0
0,consumer_55,890.1130380313166,0.0
0,consumer_56,1514.6677561024171,0.0
0,consumer_57,1670.2286135290765,0.0
0,consumer_58,1109.6036420693754,0.0
0,consumer_59,610.3092114114187,0.0
0,consumer_60,1396.5848410598617,0.0
0,consumer_61,1191.3150594610356,0.0
0,consumer_62,1918.4195376432074,0.0
0,consumer_63,1700.4132871825,0.0
0,consumer_64,922.9356296813926,0.0
0,consumer_65,1214.1043312872703,0.0
0,consumer_66,821.8869070347264,0.0
0,consumer_67,1880.0837430951162,0.0
0,consumer_68,1954.3266798812504,0.0
0,consumer_69,1516.433878244465,0.0
0,consumer_70,1471.3838817488318,0.0
0,consumer_71,1486.3611011330124,0.0
0,consumer_72,1430.144076789028,0.0
0,consumer_73,781.2166722770003,0.0
0,consumer_74,1210.4120304650276,0.0
0,consumer_75,1939.197874838589,0.0
0,consumer_76,1333.194581939121,0.0
0,consumer_77,1248.2992933281816,0.0
0,consumer_78,770.241049300254,0.0
0,consumer_79,1017.0781504980954,0.0
0,consumer_80,1371.9856596686136,0.0
0,consumer_81,1344.3717866310658,0.0
0,consumer_82,1968.830561889663,0.0
0,consumer_83,946.9343440055287,0.0
0,consumer_84,1581.2558840873523,0.0
0,consumer_85,1206.797325534647,0.0
0,consumer_86,1541.5608468826445,0.0
0,consumer_87,1444.7437547018756,0.0
0,consumer_88,1564.2403563198252,0.0
0,consumer_89,590.8706562285203,0.0
0,consumer_90,842.626364817073,0.0
0,consumer_91,1795.0539577044167,0.0
0,consumer_92,1917.4228278721725,0.0
0,consumer_93,1116.006009802065,0.0
0,consumer_94,545.1093984064075,0.0
0,consumer_95,1779.9658595336289,0.0
0,consumer_96,1511.2034600587253,0.0
0,consumer_97,1841.9133610715758,0.0
0,consumer_98,1213.7629938011328,0.0
0,consumer_99,1621.9316325831537,0.0
0,prosumer_0,2751.3208154268837,0.0
0,prosumer_1,4612.981008344259,0.0
0,prosumer_2,2716.203169200495,0.0
0,prosumer_3,3388.699706206099,0.0
0,prosumer_4,2365.867543790078,0.0
0,prosumer_5,3033.0495688249093,0.0
0,prosumer_6,3003.4003169961,0.0
0,prosumer_7,2622.6095551886365,0.0
0,prosumer_8,3489.970392596789,0.0
0,prosumer_9,4650.492433986375,0.0
0,prosumer_10,2259.0159683545567,0.0
0,prosumer_11,4512.471179140521,0.0
0,prosumer_12,2764.835618324872,0.0
0,prosumer_13,2821.587977105783,0.0
0,prosumer_14,3571.253098858459,0.0
0,prosumer_15,2115.238220376226,0.0
0,prosumer_16,3449.775229936922,0.0
0,prosumer_17,2567.087965915219,0.0
0,prosumer_18,4219.776551847131,0.0
0,prosumer_19,2811.428748333118,0.0
0,producer_0,15043.517230076835,0.0
0,producer_1,11800.675000171652,0.0
0,producer_2,45155.057834725136,0.0
0,producer_3,40749.99456282649,0.0
0,producer_4,20144.03369884334,0.0
0,producer_5,10409.276034716931,0.0
0,producer_6,13214.384892094145,0.0
0,producer_7,41380.958922788894,0.0
0,producer_8,35262.75445721171,0.0
0,producer_9,42646.810049752385,0.0
0,utility_0,66626.40072456036,0.0
0,utility_1,63492.65714994237,0.0
0,utility_2,56563.22904246225,0.0
0,utility_3,82469.36021135075,0.0
0,utility_4,63859.89822988128,0.0
0,regulator,inf,0.0
